0,2018-04-13,11.895,11.895
1,2018-04-16,10.709,11.247
2,2018-04-17,10.709,11.446
3,2018-04-18,11.446,10.988
4,2018-04-19,10.839,10.819
5,2018-04-20,10.639,10.699
6,2018-04-23,10.57,10.46
7,2018-04-24,10.46,10.44
8,2018-04-25,10.341,10.43
9,2018-04-26,10.43,10.161
10,2018-04-27,10.241,10.121
11,2018-05-02,10.121,9.952
12,2018-05-03,9.952,9.962
13,2018-05-04,9.872,9.962
14,2018-05-07,9.962,9.992
15,2018-05-08,10.002,10.052
16,2018-05-09,10.042,10.012
17,2018-05-10,9.982,10.042
18,2018-05-11,10.062,10.54
19,2018-05-14,10.46,10.58
20,2018-05-15,10.44,10.38
21,2018-05-16,10.251,10.301
22,2018-05-17,10.271,10.341
23,2018-05-18,10.321,10.161
24,2018-05-21,10.201,10.201
25,2018-05-22,10.221,10.092
26,2018-05-23,10.082,9.982
27,2018-05-24,9.922,10.012
28,2018-05-25,9.862,9.972
29,2018-05-28,10.012,9.982
30,2018-05-29,9.942,9.942
31,2018-05-30,9.852,9.872
32,2018-05-31,9.843,9.882
33,2018-06-01,9.773,9.793
34,2018-06-04,9.882,9.803
35,2018-06-05,9.803,9.773
36,2018-06-06,9.703,9.623
37,2018-06-07,9.574,9.574
38,2018-06-08,9.464,9.583
39,2018-06-11,9.524,9.643
40,2018-06-12,9.564,9.962
41,2018-06-13,9.962,9.833
42,2018-06-14,9.663,9.833
43,2018-06-15,9.882,9.813
44,2018-06-19,9.763,9.753
45,2018-06-20,9.733,9.773
46,2018-06-21,9.803,9.962
47,2018-06-22,10.012,9.962
48,2018-06-25,10.042,10.002
49,2018-06-26,9.982,10.111
50,2018-06-27,10.052,10.44
51,2018-06-28,10.241,10.43
52,2018-06-29,10.44,10.44
53,2018-07-02,10.39,10.39
54,2018-07-03,10.41,10.4
55,2018-07-04,10.4,10.351
56,2018-07-05,10.341,10.43
57,2018-07-06,10.55,10.43
58,2018-07-09,10.281,10.46
59,2018-07-10,10.659,10.46
60,2018-07-11,10.45,10.43
61,2018-07-12,10.291,10.43
62,2018-07-13,10.62,10.321
63,2018-07-16,10.321,10.301
64,2018-07-17,10.211,10.311
65,2018-07-18,10.331,10.311
66,2018-07-19,10.211,10.261
67,2018-07-20,10.211,10.251
68,2018-07-23,10.241,10.241
69,2018-07-24,10.161,10.261
70,2018-07-25,10.321,10.291
71,2018-07-26,10.221,10.291
72,2018-07-27,10.261,10.241
73,2018-07-30,10.221,10.221
74,2018-07-31,10.321,10.221
75,2018-08-01,10.181,10.211
76,2018-08-02,10.012,10.44
77,2018-08-03,10.4,10.45
78,2018-08-06,10.45,10.45
79,2018-08-07,10.46,10.37
80,2018-08-08,10.39,10.361
81,2018-08-09,10.291,10.42
82,2018-08-10,10.331,10.54
83,2018-08-13,10.54,10.45
84,2018-08-14,10.44,10.56
85,2018-08-15,10.58,10.73
86,2018-08-16,10.73,11.16
87,2018-08-17,11.16,11.42
88,2018-08-20,11.34,11.58
89,2018-08-21,11.45,11.36
90,2018-08-22,11.23,11.28
91,2018-08-23,11.29,11.3
92,2018-08-24,11.15,11.32
93,2018-08-27,11.32,11.38
94,2018-08-28,11.26,11.28
95,2018-08-29,11.14,11.26
96,2018-08-30,11.1,11.36
97,2018-08-31,11.3,11.37
98,2018-09-03,11.41,11.35
99,2018-09-04,11.44,11.22
100,2018-09-05,10.89,11.26
101,2018-09-06,11.17,11.49
102,2018-09-07,11.4,11.48
103,2018-09-10,11.47,11.66
104,2018-09-11,11.6,11.88
105,2018-09-12,11.79,11.9
106,2018-09-13,11.9,11.93
107,2018-09-14,11.77,11.93
108,2018-09-17,11.75,11.85
109,2018-09-18,11.74,11.92
110,2018-09-19,11.88,11.86
111,2018-09-20,11.84,11.92
112,2018-09-21,11.98,12.08
113,2018-09-25,12.08,12.22
114,2018-09-26,12.12,12.35
115,2018-09-27,12.09,12.37
